"폐수처리",119.90,120.41,120.51,120.54,120.56,121.17
"하수,폐수및분뇨처리",119.90,120.41,120.51,120.54,120.56,121.17
"폐기물처리및자원재활용서비스",105.88,105.88,105.88,105.88,105.88,105.88
"폐기물처리",105.89,105.89,105.89,105.89,105.89,105.89
"폐기물수집,운반및처리",105.89,105.89,105.89,105.89,105.89,105.89
"서비스",111.42,111.47,111.50,111.66,111.86,112.14
"운송서비스",111.58,111.42,111.43,111.57,111.36,111.35
"육상운송서비스",113.41,113.40,113.65,113.92,113.55,113.56
"철도운송서비스",105.16,105.16,105.16,105.16,105.16,105.22
"철도운송서비스",105.16,105.16,105.16,105.16,105.16,105.22
"도로운송서비스",114.61,114.60,114.88,115.19,114.76,114.76
"도로여객운송서비스",120.28,120.25,121.19,122.33,122.49,122.49
"도로화물운송서비스",112.38,112.38,112.38,112.33,111.65,111.65
"수상운송서비스",90.03,89.84,91.04,89.45,89.07,88.14
"수상운송서비스",90.03,89.84,91.04,89.45,89.07,88.14
"연안및내륙수상운송서비스",109.12,108.91,110.76,109.07,108.80,107.68
"외항운송서비스",97.30,96.98,94.94,91.29,89.39,88.31
"항공운송서비스",120.03,116.42,113.78,112.03,110.57,108.71
"항공운송서비스",120.03,116.42,113.78,112.03,110.57,108.71
"항공운송서비스",120.03,116.42,113.78,112.03,110.57,108.71
"창고및운송보조서비스",102.91,102.93,102.93,103.24,103.27,103.34
"운송보조서비스",98.34,98.38,98.41,98.50,98.59,98.59
"육상운송보조서비스",97.87,97.92,97.95,98.07,98.16,98.16
"수상운송보조서비스",100.42,100.42,100.42,100.42,100.42,100.42
"항공운송보조서비스",100.00,100.00,100.00,100.00,100.00,100.00
"하역서비스",112.04,112.04,112.04,114.03,114.03,114.03
"하역서비스",112.04,112.04,112.04,114.03,114.03,114.03
"보관및창고서비스",104.81,104.81,104.81,104.81,104.81,104.95
"보관및창고서비스",104.81,104.81,104.81,104.81,104.81,104.95
"우편및소화물전문운송서비스",127.31,127.31,127.36,127.39,127.40,127.98
"공영우편서비스",105.46,105.46,105.46,105.46,105.46,108.03
"공영우편서비스",105.46,105.46,105.46,105.46,105.46,108.03
"소화물전문운송서비스",138.64,138.64,138.71,138.75,138.76,138.75
"소화물전문운송서비스",138.64,138.64,138.71,138.75,138.76,138.75
"음식점및숙박서비스",122.48,122.67,123.26,123.94,124.38,124.37
